Metric Name,Last Configured
dydxprotocol.cosmos_slashing_v1beta1_Query_SigningInfos.quantile,-
dydxprotocol.cosmos_slashing_v1beta1_Query_SigningInfos.sum,-
dydxprotocol.cosmos_staking_v1beta1_Query_Delegation.count,-
dydxprotocol.cosmos_staking_v1beta1_Query_Delegation.quantile,-
dydxprotocol.cosmos_staking_v1beta1_Query_Delegation.sum,-
dydxprotocol.cosmos_staking_v1beta1_Query_DelegatorDelegations.count,-
dydxprotocol.cosmos_staking_v1beta1_Query_DelegatorDelegations.quantile,-
dydxprotocol.cosmos_staking_v1beta1_Query_DelegatorDelegations.sum,-
dydxprotocol.cosmos_staking_v1beta1_Query_Params.count,-
dydxprotocol.cosmos_staking_v1beta1_Query_Params.quantile,-
dydxprotocol.cosmos_staking_v1beta1_Query_Params.sum,-
dydxprotocol.cosmos_staking_v1beta1_Query_Validator.count,-
dydxprotocol.cosmos_staking_v1beta1_Query_Validator.quantile,-
dydxprotocol.cosmos_staking_v1beta1_Query_Validator.sum,-
dydxprotocol.cosmos_staking_v1beta1_Query_Validators.count,-
dydxprotocol.cosmos_staking_v1beta1_Query_Validators.quantile,-
dydxprotocol.cosmos_staking_v1beta1_Query_Validators.sum,-
dydxprotocol.daemon_get_all_liquidity_tiers_latency.count,-
dydxprotocol.daemon_get_all_liquidity_tiers_latency.quantile,-
dydxprotocol.daemon_get_all_liquidity_tiers_latency.sum,-
dydxprotocol.daemon_get_all_market_prices_latency.count,-
dydxprotocol.daemon_get_all_market_prices_latency.quantile,-
dydxprotocol.daemon_get_all_market_prices_latency.sum,-
dydxprotocol.daemon_get_all_perpetuals_latency.count,-
dydxprotocol.daemon_get_all_perpetuals_latency.quantile,-
dydxprotocol.daemon_get_all_perpetuals_latency.sum,-
dydxprotocol.daemon_get_liquidity_tiers_paginated_latency.count,-
dydxprotocol.daemon_get_liquidity_tiers_paginated_latency.quantile,-
dydxprotocol.daemon_get_liquidity_tiers_paginated_latency.sum,-
dydxprotocol.daemon_get_market_prices_paginated_latency.count,-
dydxprotocol.daemon_get_market_prices_paginated_latency.quantile,-
dydxprotocol.daemon_get_market_prices_paginated_latency.sum,-
dydxprotocol.daemon_get_perpetuals_paginated_latency.count,-
dydxprotocol.daemon_get_perpetuals_paginated_latency.quantile,-
dydxprotocol.daemon_get_perpetuals_paginated_latency.sum,-
dydxprotocol.daemon_get_previous_block_info_latency.count,-
dydxprotocol.daemon_get_previous_block_info_latency.quantile,-
dydxprotocol.daemon_get_previous_block_info_latency.sum,-
dydxprotocol.daemon_server_valid_response.count,-
dydxprotocol.end_blocker.count,-
dydxprotocol.fetch_application_state_at_block_height_latency.count,-
dydxprotocol.fetch_application_state_at_block_height_latency.quantile,-
dydxprotocol.fetch_application_state_at_block_height_latency.sum,-
dydxprotocol.gate_withdrawals_if_negative_tnc_subaccount_seen.count,-
dydxprotocol.gate_withdrawals_if_negative_tnc_subaccount_seen_latency.count,-
dydxprotocol.gate_withdrawals_if_negative_tnc_subaccount_seen_latency.quantile,-
dydxprotocol.gate_withdrawals_if_negative_tnc_subaccount_seen_latency.sum,-
dydxprotocol.get_acknowledge_bridges_latency.count,-
dydxprotocol.get_acknowledge_bridges_latency.sum,-
dydxprotocol.get_all_perpetual_price_premiums_latency.count,-
dydxprotocol.get_all_perpetual_price_premiums_latency.sum,-
dydxprotocol.get_all_prices_market_id_to_price_latency.count,-
dydxprotocol.get_all_prices_market_id_to_price_latency.sum,-
dydxprotocol.get_all_subaccounts_count,-
dydxprotocol.get_all_subaccounts_latency.count,-
dydxprotocol.get_all_subaccounts_latency.quantile,-
dydxprotocol.get_all_subaccounts_latency.sum,-
dydxprotocol.get_fill_quote_quantums_latency.count,-
dydxprotocol.get_fill_quote_quantums_latency.quantile,-
dydxprotocol.get_fill_quote_quantums_latency.sum,-
dydxprotocol.get_liquidatable_subaccount_ids_latency.count,-
dydxprotocol.get_liquidatable_subaccount_ids_latency.quantile,-
dydxprotocol.get_liquidatable_subaccount_ids_latency.sum,-
dydxprotocol.get_margin_requirements_latency.count,-
dydxprotocol.get_margin_requirements_latency.sum,-
dydxprotocol.get_net_collateral_and_margin_requirements_latency.count,-
dydxprotocol.get_net_collateral_and_margin_requirements_latency.quantile,-
dydxprotocol.get_net_collateral_and_margin_requirements_latency.sum,-
dydxprotocol.get_net_notional_latency.count,-
dydxprotocol.get_net_notional_latency.quantile,-
dydxprotocol.get_net_notional_latency.sum,-
dydxprotocol.get_notional_in_base_quantums_latency.count,-
dydxprotocol.get_notional_in_base_quantums_latency.quantile,-
dydxprotocol.get_notional_in_base_quantums_latency.sum,-
dydxprotocol.get_perpetual_and_market_price_latency.count,-
dydxprotocol.get_perpetual_and_market_price_latency.sum,-
dydxprotocol.get_reward_share_latency.count,-
dydxprotocol.get_reward_share_latency.quantile,-
dydxprotocol.get_reward_share_latency.sum,-
dydxprotocol.get_subaccount_latency.count,-
dydxprotocol.get_subaccount_latency.quantile,-
dydxprotocol.get_subaccount_latency.sum,-
dydxprotocol.get_subaccount_open_position_info_latency.count,-
dydxprotocol.get_subaccount_open_position_info_latency.quantile,-
dydxprotocol.get_subaccount_open_position_info_latency.sum,-
dydxprotocol.get_subaccounts_from_key_latency.count,-
dydxprotocol.get_subaccounts_from_key_latency.quantile,-
dydxprotocol.get_subaccounts_from_key_latency.sum,-
dydxprotocol.get_valid_market_price_updates_latency.count,-
dydxprotocol.get_valid_market_price_updates_latency.sum,-
dydxprotocol.go_gc_duration_seconds.count,-
dydxprotocol.go_gc_duration_seconds.quantile,-
dydxprotocol.go_goroutines,-
dydxprotocol.go_info,-
dydxprotocol.go_memstats_alloc_bytes,-
dydxprotocol.go_memstats_buck_hash_sys_bytes,-
dydxprotocol.go_memstats_frees.count,-
dydxprotocol.go_memstats_gc_sys_bytes,-
dydxprotocol.go_memstats_last_gc_time_seconds,-
dydxprotocol.go_memstats_lookups.count,-
dydxprotocol.go_memstats_mallocs.count,-
dydxprotocol.go_memstats_mcache_inuse_bytes,-
dydxprotocol.go_memstats_mcache_sys_bytes,-
dydxprotocol.go_memstats_mspan_inuse_bytes,-
dydxprotocol.go_memstats_mspan_sys_bytes,-
dydxprotocol.go_memstats_next_gc_bytes,-
dydxprotocol.go_memstats_other_sys_bytes,-
dydxprotocol.go_memstats_stack_inuse_bytes,-
dydxprotocol.go_memstats_stack_sys_bytes,-
dydxprotocol.go_memstats_sys_bytes,-
dydxprotocol.go_threads,-
dydxprotocol.ibc_client_update.count,-
dydxprotocol.ibc_timeout_packet.count,-
dydxprotocol.ibc_transfer_packet_receive,-
dydxprotocol.ibc_transfer_receive.count,-
dydxprotocol.ibc_transfer_send.count,-
dydxprotocol.insurance_fund_balance,-
dydxprotocol.iterate_over_pending_matches_latency.count,-
dydxprotocol.iterate_over_pending_matches_latency.quantile,-
dydxprotocol.iterate_over_pending_matches_latency.sum,-
dydxprotocol.liquidatable_subaccount_ids_count,-
dydxprotocol.liquidatable_subaccount_ids_received_count,-
dydxprotocol.liquidations_insurance_fund_delta.count,-
dydxprotocol.liquidations_insurance_fund_delta.quantile,-
dydxprotocol.liquidations_insurance_fund_delta.sum,-
dydxprotocol.liquidations_liquidatable_subaccount_ids_count.count,-
dydxprotocol.liquidations_liquidatable_subaccount_ids_count.sum,-
dydxprotocol.liquidations_percent_filled_distribution.count,-
dydxprotocol.liquidations_percent_filled_distribution.quantile,-
dydxprotocol.liquidations_percent_filled_distribution.sum,-
dydxprotocol.liquidations_place_perpetual_liquidation_count.count,-
dydxprotocol.liquidations_place_perpetual_liquidation_filled_quote_quantums.count,-
dydxprotocol.liquidations_place_perpetual_liquidation_filled_quote_quantums.quantile,-
dydxprotocol.liquidations_place_perpetual_liquidation_filled_quote_quantums.sum,-
dydxprotocol.liquidations_place_perpetual_liquidation_quote_quantums.count,-
dydxprotocol.liquidations_place_perpetual_liquidation_quote_quantums_distribution.count,-
dydxprotocol.liquidations_place_perpetual_liquidation_quote_quantums_distribution.quantile,-
dydxprotocol.liquidations_place_perpetual_liquidation_quote_quantums_distribution.sum,-
dydxprotocol.main_task_loop_latency.count,-
dydxprotocol.main_task_loop_latency.sum,-
dydxprotocol.market_updater_update_markets_latency.count,-
dydxprotocol.market_updater_update_markets_latency.sum,-
dydxprotocol.maybe_get_liquidation_order_subaccounts_not_liquidatable_count.count,-
dydxprotocol.memclob_removed_from_orderbook_latency.count,-
dydxprotocol.memclob_removed_from_orderbook_latency.quantile,-
dydxprotocol.memclob_removed_from_orderbook_latency.sum,-
dydxprotocol.negative_tnc_subaccount_ids_count,-
dydxprotocol.new_account.count,-
dydxprotocol.place_order_collateralization_check_latency.count,-
dydxprotocol.place_order_collateralization_check_latency.quantile,-
dydxprotocol.place_order_collateralization_check_latency.sum,-
dydxprotocol.place_order_latency.count,-
dydxprotocol.place_order_latency.quantile,-
dydxprotocol.place_order_latency.sum,-
dydxprotocol.place_order_memclob_add_to_orderbook_collateralization_check_latency.count,-
dydxprotocol.place_order_memclob_add_to_orderbook_collateralization_check_latency.quantile,-
dydxprotocol.place_order_memclob_add_to_orderbook_collateralization_check_latency.sum,-
dydxprotocol.place_order_memclob_added_to_orderbook_latency.count,-
dydxprotocol.place_order_memclob_added_to_orderbook_latency.quantile,-
dydxprotocol.place_order_memclob_added_to_orderbook_latency.sum,-
dydxprotocol.place_order_memclob_validate_order_latency.count,-
dydxprotocol.place_order_memclob_validate_order_latency.quantile,-
dydxprotocol.place_order_memclob_validate_order_latency.sum,-
dydxprotocol.place_order_validate_order_latency.count,-
dydxprotocol.place_order_validate_order_latency.quantile,-
dydxprotocol.place_order_validate_order_latency.sum,-
dydxprotocol.place_perpetual_liquidation.count,-
dydxprotocol.place_perpetual_liquidation.quantile,-
dydxprotocol.place_perpetual_liquidation.sum,-
dydxprotocol.prepare_check_stater.count,-
dydxprotocol.prepare_check_stater.quantile,-
dydxprotocol.prepare_check_stater.sum,-
dydxprotocol.prepare_proposal_handler_latency.count,-
dydxprotocol.prepare_proposal_handler_latency.sum,-
dydxprotocol.prepare_proposal_handler_success_count.count,-
dydxprotocol.prepare_proposal_num_proposed_operations,-
dydxprotocol.price_encoder_update_price_latency.count,-
dydxprotocol.price_encoder_update_price_latency.sum,-
dydxprotocol.price_updater_send_prices_latency.count,-
dydxprotocol.price_updater_send_prices_latency.sum,-
dydxprotocol.price_updater_transform_prices_latency.count,-
dydxprotocol.price_updater_transform_prices_latency.sum,-
dydxprotocol.pricefeed_daemon_exchange_query_handler_api_request_latency.count,-
dydxprotocol.pricefeed_daemon_exchange_query_handler_api_request_latency.sum,-
dydxprotocol.pricefeed_daemon_http_get_request_count.count,-
dydxprotocol.pricefeed_daemon_price_encoder_price_conversion_error.count,-
dydxprotocol.pricefeed_daemon_price_fetcher_query_exchange_latency.count,-
dydxprotocol.pricefeed_daemon_price_fetcher_query_exchange_latency.sum,-
dydxprotocol.pricefeed_daemon_price_fetcher_query_for_market_sampled_error.count,-
dydxprotocol.pricefeed_daemon_price_fetcher_query_for_market_sampled_success.count,-
dydxprotocol.pricefeed_daemon_price_fetcher_subtask_loop_and_set_ctx_timeout_latency.count,-
dydxprotocol.pricefeed_daemon_price_fetcher_subtask_loop_and_set_ctx_timeout_latency.quantile,-
dydxprotocol.pricefeed_daemon_price_fetcher_subtask_loop_and_set_ctx_timeout_latency.sum,-
dydxprotocol.pricefeed_daemon_price_fetcher_subtask_loop_latency.count,-
dydxprotocol.pricefeed_daemon_price_fetcher_subtask_loop_latency.sum,-
dydxprotocol.pricefeed_daemon_price_updater_zero_prices_count.count,-
dydxprotocol.pricefeed_server_update_prices_latency.count,-
dydxprotocol.pricefeed_server_update_prices_latency.sum,-
dydxprotocol.process_cpu_seconds.count,-
dydxprotocol.process_deposit_to_subaccount_latency.count,-
dydxprotocol.process_deposit_to_subaccount_latency.sum,-
dydxprotocol.process_max_fds,-
dydxprotocol.process_open_fds,-
dydxprotocol.process_operations.count,-
dydxprotocol.process_operations.quantile,-
dydxprotocol.process_operations.sum,-
dydxprotocol.process_proposal_handler_latency.count,-
dydxprotocol.process_proposal_handler_latency.sum,-
dydxprotocol.process_resident_memory_bytes,-
dydxprotocol.process_rewards_for_block_latency.count,-
dydxprotocol.process_rewards_for_block_latency.sum,-
dydxprotocol.process_start_time_seconds,-
dydxprotocol.process_transfer_latency.count,-
dydxprotocol.process_transfer_latency.sum,-
dydxprotocol.process_virtual_memory_bytes,-
dydxprotocol.process_virtual_memory_max_bytes,-
dydxprotocol.process_withdraw_from_subaccount_latency.count,-
dydxprotocol.process_withdraw_from_subaccount_latency.sum,-
dydxprotocol.promhttp_metric_handler_requests.count,-
dydxprotocol.promhttp_metric_handler_requests_in_flight,-
dydxprotocol.query_cosmos_slashing_v1beta1_Query_Params.count,-
dydxprotocol.query_cosmos_slashing_v1beta1_Query_SigningInfo.count,-
dydxprotocol.query_cosmos_slashing_v1beta1_Query_SigningInfos.count,-
dydxprotocol.query_cosmos_staking_v1beta1_Query_Delegation.count,-
dydxprotocol.query_cosmos_staking_v1beta1_Query_DelegatorDelegations.count,-
dydxprotocol.query_cosmos_staking_v1beta1_Query_Params.count,-
dydxprotocol.query_cosmos_staking_v1beta1_Query_Validator.count,-
dydxprotocol.query_cosmos_staking_v1beta1_Query_Validators.count,-
dydxprotocol.query_count.count,-
dydxprotocol.ratelimit_capacity,-
dydxprotocol.ratelimit_undo_withdraw_amount.count,-
dydxprotocol.remove_disallow_msgs_latency.count,-
dydxprotocol.remove_disallow_msgs_latency.quantile,-
dydxprotocol.remove_disallow_msgs_latency.sum,-
dydxprotocol.runtime_alloc_bytes,-
dydxprotocol.runtime_free_count,-
dydxprotocol.runtime_gc_pause_ns.count,-
dydxprotocol.runtime_gc_pause_ns.quantile,-
dydxprotocol.runtime_gc_pause_ns.sum,-
dydxprotocol.runtime_heap_objects,-
dydxprotocol.runtime_malloc_count,-
dydxprotocol.runtime_sys_bytes,-
dydxprotocol.runtime_total_gc_pause_ns,-
dydxprotocol.send_cancel_order_offchain_updates_latency.count,-
dydxprotocol.send_cancel_order_offchain_updates_latency.quantile,-
dydxprotocol.send_cancel_order_offchain_updates_latency.sum,-
dydxprotocol.send_liquidatable_subaccount_ids_latency.count,-
dydxprotocol.send_liquidatable_subaccount_ids_latency.quantile,-
dydxprotocol.send_liquidatable_subaccount_ids_latency.sum,-
dydxprotocol.send_perpetual_liquidation_offchain_updates_latency.count,-
dydxprotocol.send_perpetual_liquidation_offchain_updates_latency.quantile,-
dydxprotocol.send_perpetual_liquidation_offchain_updates_latency.sum,-
dydxprotocol.send_place_order_offchain_updates_latency.count,-
dydxprotocol.send_place_order_offchain_updates_latency.quantile,-
dydxprotocol.send_place_order_offchain_updates_latency.sum,-
dydxprotocol.send_prepare_check_state_offchain_updates_latency.count,-
dydxprotocol.send_prepare_check_state_offchain_updates_latency.quantile,-
dydxprotocol.send_prepare_check_state_offchain_updates_latency.sum,-
dydxprotocol.sending_process_deposit_to_subaccount_success.count,-
dydxprotocol.sending_process_withdraw_from_subaccount_success.count,-
dydxprotocol.sequence_number_invalid_count.count,-
dydxprotocol.server_info,-
dydxprotocol.sort_liquidation_orders.count,-
dydxprotocol.sort_liquidation_orders.quantile,-
dydxprotocol.sort_liquidation_orders.sum,-
dydxprotocol.staking_delegate.count,-
dydxprotocol.staking_redelegate.count,-
dydxprotocol.staking_undelegate.count,-
dydxprotocol.stateful_price_update_validation_deterministic_latency.count,-
dydxprotocol.stateful_price_update_validation_deterministic_latency.sum,-
dydxprotocol.stateful_price_update_validation_non_deterministic_latency.count,-
dydxprotocol.stateful_price_update_validation_non_deterministic_latency.sum,-
dydxprotocol.subaccounts_with_open_positions_count,-
dydxprotocol.tendermint_abci_connection_method_timing_seconds.bucket,-
dydxprotocol.tendermint_abci_connection_method_timing_seconds.count,-
dydxprotocol.tendermint_abci_connection_method_timing_seconds.sum,-
dydxprotocol.tendermint_blocksync_block_size_bytes,-
dydxprotocol.tendermint_blocksync_latest_block_height,-
dydxprotocol.tendermint_blocksync_num_txs,-
dydxprotocol.tendermint_blocksync_syncing,-
dydxprotocol.tendermint_blocksync_total_txs,-
dydxprotocol.tendermint_consensus_block_gossip_parts_received.count,-
dydxprotocol.tendermint_consensus_block_interval_seconds.bucket,-
dydxprotocol.tendermint_consensus_block_interval_seconds.count,-
dydxprotocol.tendermint_consensus_block_interval_seconds.sum,-
dydxprotocol.tendermint_consensus_block_parts.count,-
dydxprotocol.tendermint_consensus_block_size_bytes,-
dydxprotocol.tendermint_consensus_byzantine_validators,-
